Puebla de Eca - Arcos de Jalón,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
Valtueña Arcos de Jalón,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
La Estación - Arévalo,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
San Vicente de Arévalo - Arévalo,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Villanueva de Gómez - Arévalo,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Aldeavieja - Ávila,ÁVILA,VACL-041,"Avanza Líneas Interurbanas, S.L.",Demanda
Cabañas - Ávila,ÁVILA,VACL-013,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Gallegos de San Vicente - Ávila,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Narrillos de San Leonardo - Ávila,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Pajares de Adaja - Ávila,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
San Pascual - Ávila,ÁVILA,VACL-024,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Urraca-Miguel - Ávila,ÁVILA,VACL-041,"Avanza Líneas Interurbanas, S.L.",Demanda
San Bartolomé de Béjar - Barco de Ávila,ÁVILA,VACL-044,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Cañicera - Berlanga de Duero,SORIA,AECL-081,"Moreno Sanz 2009, S.L.",Demanda
Manzanares - Berlanga de Duero,SORIA,AECL-081,"Moreno Sanz 2009, S.L.",Demanda
Morales - Berlanga de Duero,SORIA,AECL-081,"Moreno Sanz 2009, S.L.",Demanda
Valverde de los Ajos - Berlanga de Duero,SORIA,AECL-081,"Moreno Sanz 2009, S.L.",Demanda
Ventosa de Fuentepinilla - Berlanga de Duero,SORIA,AECL-081,"Moreno Sanz 2009, S.L.",Demanda
Navianos - Carbajales,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Bustillo del Páramo de Carrión - Carrión de los Condes,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Calzadilla de la Cueza - Carrión de los Condes,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Carrión de los Condes - La Serna,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Lomas - Carrión de los Condes,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villafruela - Carrión de los Condes,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Cebreros - Navaluenga,ÁVILA,VACL-036,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
El Hoyo de Pinares - Cebreros,ÁVILA,VACL-036,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
La Atalaya Cebreros,ÁVILA,VACL-036,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
Poblado de Burguillo - Cebreros,ÁVILA,VACL-036,"Compañía Europea de Viajeros España, S.A. (Cevesa)",Demanda
El Piñero - Corrales del Vino,ZAMORA,VACL-065,"Autocares Siga Hermanos, S.L.",Demanda
Vinuesa Covaleda,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Astudillo - Valbuena de Pisuerga,PALENCIA,AECL-049,"Linecar, S.A.",Demanda
Valbuena de Pisuerga - Frómista,PALENCIA,AECL-049,"Linecar, S.A.",Demanda
San Pedro Guardo,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villanueva de Arriba - Santibáñez de la Peña,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villaverde de la Peña - Guardo (Martes),PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villaverde de la Peña - Guardo (Viernes),PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villaverde de la Peña - Santibáñez de la Peña,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Cuevas - Herrera,PALENCIA,AECL-014,"Mª Teresita del Niño Jesús Ruíz Rodríguez",Demanda
La Rebolleda Herrera (Lunes),PALENCIA,AECL-013,"Negrete Bus, S.L.",Demanda
La Rebolleda - Herrera (Miércoles y Jueves),PALENCIA,AECL-013,"Negrete Bus, S.L.",Demanda
Mombuey - Asturianos,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Fuentesaúco - Villaescusa,ZAMORA,VACL-026,"Autobuses Urbanos de Ponferrada, S.A. (AUPSA)",Demanda
San Miguel de la Ribera - Fuentesaúco,ZAMORA,VACL-065,"Autocares Siga Hermanos, S.L.",Demanda
Mancera de Arriba - Ávila,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Mancera de Arriba - Muñico,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Rinconada - Muñico,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Valdecasa - Muñico,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Ciria - Ólvega,SORIA,VACL-006,"Sanz Tierno Autocares, S.L.",Demanda
Pinilla del Campo - Ólvega,SORIA,VACL-006,"Sanz Tierno Autocares, S.L.",Demanda
Abia de las Torres - Osorno,PALENCIA,AECL-044,"Guerrero Bus, S.L.",Demanda
Palacios de Río Pisuerga - Osorno,PALENCIA,AECL-044,"Guerrero Bus, S.L.",Demanda
Moncabril - Puebla de Sanabria,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Murias Puebla de Sanabria,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Lagunilla de la Vega - Saldaña,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Pino del Río - Saldaña,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
San Andrés de la Regla - Saldaña,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
San Llorente del Páramo - Saldaña,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Villaproviano - Saldaña,PALENCIA,VACL-009,"Abagón, S.L.",Demanda
Villarrobejo - Saldaña,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Quintanilla de Tres Barrios - San Esteban de Gormaz,SORIA,AECL-082,"Hijos de Ángel Arribas, S.L.U.",Demanda
Muriel Viejo - San Leonardo de Yagüe,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Navaleno - San Leonardo de Yagüe,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Rabanera del Pinar - San Leonardo de Yagüe,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Bercimuelle - San Pedro del Arroyo,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Muñoyerro - San Pedro del Arroyo,ÁVILA,VACL-035,"Autobuses Hermanos Rodriguez, S.A.",Demanda
Narros del Castillo - San Pedro del Arroyo,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Badilla - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Bermillo de Sayago - Villadepera,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Bermillo de Sayago - Villamor de Cadozos,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Fadón - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Figueruela de Sayago - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Fornillos de Fermoselle - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Frontera Portugal - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Gamones - Bermillo de Sayago,ZAMORA,VACL-127,"Calles y Vara Services, S.L.",Demanda
Moral de Sayago - Bermillo de Sayago,ZAMORA,VACL-127,"Calles y Vara Services, S.L.",Demanda
Moraleja de Sayago - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Salce - Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Villadepera Bermillo de Sayago,ZAMORA,VACL-090,"Herederos de A. Tamame, S.A.",Demanda
Abioncillo de Calatañazor - Soria,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
Cascajosa - Soria,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
Estepa de San Juan - Soria,SORIA,VACL-005,"Sanz Tierno Autocares, S.L.",Demanda
La Póveda de Soria - Soria,SORIA,VACL-005,"Sanz Tierno Autocares, S.L.",Demanda
Nafria la Llana - Soria,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
Riotuerto - Soria,SORIA,VACL-011,"Hijos de Ángel Arribas, S.L.U.",Demanda
Santervás de la Sierra - Soria,SORIA,VACL-005,"Sanz Tierno Autocares, S.L.",Demanda
Soria - Cabrejas del Pinar,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Torrearévalo - Soria,SORIA,VACL-005,"Sanz Tierno Autocares, S.L.",Demanda
Urbanización Las Camaretas - Soria,SORIA,VACL-031,"Transportes Hernández Palacio, S.A. (THERPASA)",Demanda
Vilviestre de los Nabos - Soria,SORIA,VACL-045,"Automóviles La Serrana, S.L.",Demanda
Escober de Tábara - Tábara,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
San Pedro - Tábara,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Puente de Tera - Camarzana de Tera,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
San Pedro Camarzana de Tera,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Villanueva - Camarzana de Tera,ZAMORA,VACL-141,"Hermanos Vivas Santander, S.A.",Demanda
Convento de Duruelo - Fontiveros,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Herreros de Suso - Fontiveros,ÁVILA,VACL-035,"Autobuses Hermanos Rodríguez, S.A.",Demanda
Abia de las Torres - Villasarracino,PALENCIA,AECL-044,"Guerrero Bus, S.L.",Demanda
San Nicolás del Real Camino - Villada,PALENCIA,VACL-003,"Autocares Tejedor H., S.L.",Demanda
Alcubilla del Marqués - El Burgo de Osma,SORIA,VACL-031,"Transportes Hernández Palacio, S.A. (THERPASA)",Demanda
Cotanes del Monte - Villalpando,ZAMORA,AECL-102,"Herederos de A. Tamame, S.A.",Demanda
Quintanilla del Monte - Villalpando,ZAMORA,AECL-102,"Herederos de A. Tamame, S.A.",Demanda
M1 Burgos - Villariezo - Arcos - Villagonzalo- Pedernales - Burgos,BURGOS,VACL-004,"Autobuses de Castilla, S.L.",Metrop.
M2 Burgos - Albillos - Cavia - Cayuela - Buniel - San Mamés de Burgos - Burgos,BURGOS,VACL-004,"Autobuses de Castilla, S.L.",Metrop.
M3 Villalbilla de Burgos - Burgos,BURGOS,VACL-075,"Guerrero Bus, S.L.",Metrop.
M4 Villarmero - Burgos,BURGOS,VACL-019,"Autobuses del Pisuerga, S.L.",Metrop.
M5 Burgos - Ubierna,BURGOS,VACL-001,"Autocares Castilla y León, S.A.U.",Metrop.
M7 Burgos - Ibeas de Juarros,BURGOS,VACL-001,"Autocares Castilla y León, S.A.U.",Metrop.
M8-1 Burgos - Burgos, circular por Castrillo del Val,BURGOS,VACL-010,"Autocares Arceredillo, S.L.",Metrop.
M8-2 Burgos - Burgos, circular por Carcedo,BURGOS,VACL-010,"Autocares Arceredillo, S.L.",Metrop.
M9 Burgos-Sarracin - Saldaña de Burgos - Modubar de la Emparedada - Revillarruz - Burgos,BURGOS,VACL-007,"Autocares Arceredillo, S.L.",Metrop.
M1 A Santo Domingo - La Virgen del Camino - Aeropuerto,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M1 B Santo Domingo - La Raya,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M1 C Santo Domingo - Ezpeleta,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M2 Gran Vía de San Marcos - Villabalter,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M3 A Santo Domingo-Villaobispo de las Regueras,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M3 B Santo Domingo-Villamoros de las Regueras,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M3 C Padre Isla - Villanueva - Castrillino,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M3 C Villanueva del Árbol - León,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M4 Gran Via de San Marcos-Lorenzana,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M5 Gran Via de San Marcos-Cuadros,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M6 A Santo Domingo - Navatejera,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M6 B Santo Domingo - Altollano,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M7 San Andrés - Campus,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M8 Padre Isla - Monteleón - Carbajal,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M9 Gran Vía Pinilla Gran Vía,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M10 Gran Vía - Ferral - Montejos del Camino,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M10 B Gran Vía - Ferral - Montejos del Camino,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M11 León - Chozas de Arriba,LEÓN,VACL-161,"Autocares Castilla y León, S.A.U.",Metrop.
M13 León - Meizara,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M15 León - Ardón,LEÓN,VACL-099,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M16 León - La Seca,LEÓN,VACL-115,"Transportes Adaptados Regionales, S.L.U.",Metrop.
M17 Villasinta - Villaquilambre (La Ermita) - León,LEÓN,VACL-109,"Empresa Reyero, S.L.",Metrop.
M18 Las Lomas - León,LEÓN,VACL-100,"Torobus 2030, S.L.U.",Metrop.
M19 Villamayor del Condado - León,LEÓN,VACL-100,"Torobus 2030, S.L.U.",Metrop.
M20 Valdesogo - Villaturiel - León,LEÓN,VACL-148,"Torobus 2030, S.L.U.",Metrop.
M21 Cembranos - Polígono - León,LEÓN,VACL-062,"Hermanos Vivas Santander, S.A.",Metrop.
M22 Villar de Mazarife - León,LEÓN,VACL-085,"Autocares Franco, S.L.",Metrop.
M1A-B-C-D Valdelagua - Santa Marta - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M1E Santa Marta - Campus - Salamanca (Hospitales),SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M2A Navahonda - Carbajosa - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M2B Campus - Carbajosa de la Sagrada,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M2C Carbajosa - Centros Comerciales,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M3 Cabrerizos - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M4A Monterrubio - Villares - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M4B Polígono Los Villares - Villares - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M4C Aldeaseca - Villares - Bizarricas - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M5A-B Aldeaseca - Villamayor - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M5C Los Almendros - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M6A Los Montalvos - Peñasolana - Salamanca,SALAMANCA,VACL-002,"Avanza Movilidad Integral, S. L. U.",Metrop.
M7A Navahonda - Valdelagua - Salamanca,SALAMANCA,VACL-074,"Autobuses Urbanos de Ponferrada, S.A. (AUPSA)",Metrop.
M8A Aldeatejada - Salamanca,SALAMANCA,VACL-076,"Adojaju, S.L.",Metrop.
M9A Doñinos de Salamanca - Salamanca,SALAMANCA,VACL-071,"Empresa de Automóviles El Pilar, S.A.",Metrop.
M10A Castellanos de Moriscos - Salamanca,SALAMANCA,VACL-021 VACL-046,"Autocares Hermanos Martin Martín, S.L. Transportes La Armuña, S.L.",Metrop.
